Course,University,Colombo,Gampaha,Kalutara,Matale,Kandy,Nuwara Eliya,Galle,Matara,Hambantota,Jaffna,Kilinochchi,Mannar,Mullaitivu,Vavuniya,Trincomalee,Batticaloa,Ampara,Puttalam,Kurunegala,Anuradhapura,Polonnaruwa,Badulla,Monaragala,Kegalle,Ratnapura
Management Studies (Tv) - A [Commerce Stream],Eastern University -Trincomalee Campus,1.2255,1.2013,1.2308,1.2385,1.2168,1.1478,1.1951,1.2222,1.0341,1.073,1.0684,1.0875,1.0755,0.9701,0.966,0.9347,0.9841,1.0933,1.2251,1.0287,1.1006,,1.237,1.2363,1.1787
Management Studies (Tv) - B [Any Subject Combination],"University of Vavuniya, Sri Lanka",1.3437,1.3458,1.3443,1.3447,1.3507,1.3471,1.3486,1.3456,1.347,,1.4106,,,1.5877,1.3851,,1.366,1.3537,1.3483,1.3496,1.3477,1.3548,1.3548,1.3518,1.3411
Management Studies (Tv) - B [Any Subject Combination],Eastern University -Trincomalee Campus,1.2431,1.2752,1.3384,1.3585,1.3196,1.2935,1.3466,1.3489,1.3492,1.1794,1.1801,1.16,1.1921,1.3181,1.2779,1.2687,1.3322,1.3335,1.3495,1.3388,1.347,1.3511,1.3523,1.351,1.3365
Communication Studies *,Eastern University -Trincomalee Campus,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079,1.3079
Financial Economics,University of Sri Jayewardenepura,1.8325,1.7346,1.8408,1.9011,1.8287,1.6899,1.6776,1.6881,1.831,1.3571,1.0445,1.2643,1.5505,1.5312,1.4849,1.6409,1.5534,1.7885,1.8098,1.9095,1.831,1.8227,1.7768,1.8728,1.8352
Creative Music Technology & Production,University of Sri Jayewardenepura,1.4649,1.5509,1.4936,1.3351,1.5982,1.5818,1.4356,1.6276,1.4122,1.2079,1.1189,1.1337,1.2635,1.475,1.3805,1.2439,1.3516,1.3951,1.4929,1.5778,1.3817,1.4884,1.4582,1.5134,1.566
Peace & Conflict Resolution *,University of Kelaniya,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847,1.7847
Islamic Studies *,South Eastern University of Sri Lanka,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994,1.0994
Arabic Language *,South Eastern University of Sri Lanka,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264,0.7264
Architecture #,University of Moratuwa,0.9812,0.9192,0.8626,1.1105,1.0483,0.4934,1.0708,1.0556,-0.232,1.1571,,,,0.6541,0.5665,0.7215,1.2616,0.6892,1.1809,1.1687,,1.1636,1.0094,1.1283,0.8847
Design #,University of Moratuwa,1.0719,0.9177,0.3273,1.0894,0.9879,0.7753,1.0089,0.6952,0.2437,,,,,,,1.1262,1.1197,0.4946,0.6025,1.1292,,1.0053,,-0.1223,0.4466
Landscape Architecture #,University of Moratuwa,0.57,0.5596,0.4447,0.2802,0.3654,0.0912,0.6508,0.3788,0.3916,0.7483,,,,,-0.242,0.5397,0.2712,-0.3795,0.6434,0.1867,1.688,0.6705,,0.5454,0.0842
Town & Country Planning,University of Moratuwa,1.2285,1.11,1.1906,1.2424,1.1154,0.9478,1.2382,1.2384,1.1787,1.2224,0.9769,0.9099,0.4869,0.8391,1.2028,1.2077,1.2481,0.8825,1.1277,1.0456,1.001,1.1982,0.9236,1.2708,1.1743
Fashion Design & Product Development #,University of Moratuwa,1.2573,1.1903,0.7642,1.2876,1.0943,1.1927,0.7368,0.6819,1.0384,,,,,,0.6819,,0.9985,,0.9457,0.6533,,0.3805,0.5013,0.8064,0.4634
Artificial Intelligence,University of Moratuwa,1.9945,1.7853,1.7393,1.6774,1.636,1.9273,2.048,1.9428,1.906,1.9788,1.2668,1.6332,0.9891,1.517,1.6664,1.4432,1.5725,1.599,1.9225,1.5125,1.4392,1.719,1.7272,2.005,2.0646
Information Technology (It),University of Moratuwa,1.7175,1.5874,1.6676,1.4862,1.5978,1.3657,1.7159,1.742,1.708,1.759,1.3525,1.542,1.2152,1.5435,1.4904,1.5509,1.4476,1.4664,1.6508,1.3879,1.2171,1.5953,1.3776,1.6421,1.5942
Information Technology & Management #,University of Moratuwa,1.4168,1.176,1.3288,0.8462,1.1397,0.5036,1.3822,1.4693,0.8899,1.3066,,,,0.6087,1.9124,0.8828,0.8216,0.6244,1.122,0.8841,0.7945,1.2171,0.9413,1.4229,1.2559
Facilities Management,University of Moratuwa,1.474,1.4419,1.4166,1.3733,1.4389,1.4169,1.4789,1.4929,1.3781,1.3262,1.0274,1.1091,1.1381,1.4463,1.5119,1.4401,1.3714,1.229,1.386,1.4563,1.3417,1.3661,1.3877,1.4326,1.3847
Transport Management & Logistics Engineering (Tmle),University of Moratuwa,1.6375,1.4945,1.5972,1.3364,1.5808,1.3968,1.5786,1.6082,1.6235,1.564,1.3318,0.7916,0.5893,1.0433,1.4929,1.3534,1.4485,1.306,1.5996,1.3696,1.3954,1.5743,1.3285,1.5628,1.5184
Business Science,University of Moratuwa,1.9032,1.7938,1.6909,1.6317,1.6468,1.5131,1.7153,1.852,1.6921,1.2615,1.0318,1.1626,1.2692,1.4905,1.6679,1.396,1.6661,1.5853,1.6065,1.811,1.5635,1.7302,1.7105,1.7107,1.7205
Management And Information Technology (Mit) #,University of Kelaniya,1.3011,1.2084,1.269,1.0395,1.2405,0.9727,1.3395,1.3355,1.299,1.3548,,,1.0427,1.1457,0.583,1.1056,1.0609,1.1462,1.1974,0.8871,0.7527,1.203,0.6653,1.2405,1.1207
Industrial Statistics & Mathematical Finance,University of Colombo,1.3761,1.2718,1.3538,1.0573,1.3611,0.9852,1.3782,1.3991,1.3388,1.3184,1.2838,0.6103,0.5018,0.9095,0.9854,1.2401,1.2201,1.0801,1.3588,1.1538,0.8417,1.3232,1.1553,1.3556,1.3054
Financial Mathematics And Industrial Statistics,University of Ruhuna,1.0826,1.0763,1.1189,0.8678,1.0254,0.8245,1.103,1.0816,1.1569,0.9845,0.7453,0.6098,0.5258,0.7761,0.7609,1.1277,1.1063,0.7696,1.0493,1.0513,0.6493,1.0302,1.0998,1.057,1.1228
Statistics & Operations Research,University of Peradeniya,1.3599,1.2546,1.4295,1.27,1.4031,0.9558,1.4284,1.3972,1.3551,1.4093,1.1686,0.7196,0.5679,1.0087,0.9684,1.2612,1.1752,1.1978,1.4018,1.2172,0.9933,1.3552,1.1971,1.3573,1.3573
Geographical Information Science,University of Peradeniya,2.0155,1.9455,1.9949,1.9398,1.9792,1.9419,1.894,2.0885,2.0961,2.03,1.9687,2.054,1.7523,1.9797,2.1227,2.0484,2.0842,1.9121,1.9612,2.0097,2.0009,1.9986,1.9387,2.0055,2.0631
Information And Communication Technology (Ict) #,Rajarata University of Sri Lanka,0.7894,0.794,0.8341,0.7987,0.8043,0.8155,0.8201,0.8756,0.7934,0.8274,,,,,1.5813,0.9608,0.7888,,0.798,0.8306,,0.7927,0.8905,0.8011,0.7969
Information And Communication Technology (Ict) #,"University of Vavuniya, Sri Lanka",0.7089,0.5588,0.5812,0.6601,0.4735,-0.0056,0.6819,0.6168,0.5209,0.8216,0.3853,,,0.6548,0.2548,0.7222,0.7266,0.3603,0.5958,0.4799,0.0706,0.5593,0.1459,0.7407,0.456
Information Systems #,University of Colombo School of Computing,1.1307,0.8328,0.8076,0.768,1.0183,0.8699,0.8309,0.8517,0.7532,0.9935,0.9287,,,,0.8363,,1.1259,,0.7554,0.7631,0.7487,0.82,,0.7632,0.8282
Information Systems #,University of Sri Jayewardenepura,1.2184,1.0153,1.1204,0.6986,1.0152,,1.2517,0.7362,0.5854,0.7287,,,,0.5695,0.3115,0.462,0.4997,0.5617,1.0235,0.4218,0.3495,0.7103,0.6379,1.85,0.4217
Software Engineering,University of Kelaniya,1.5789,1.588,1.5795,,1.5781,,1.5754,1.5762,1.5757,1.5944,,,,,,2.0101,,,1.5882,1.6892,,1.5886,,1.5893,2.0941
Software Engineering,Sabaragamuwa University of Sri Lanka,,1.348,1.5123,1.0885,1.4609,1.0362,,,,,1.1792,0.86,1.0104,1.3483,1.2248,1.2547,1.3867,1.1108,1.4519,1.2177,0.9706,1.4735,1.1355,1.4304,1.3041
Software Engineering,University of Sri Jayewardenepura,1.4908,1.4889,1.5149,,1.5025,,1.5184,1.5315,,1.5741,,,,,,,,,1.4809,1.4958,,1.5401,,1.4887,1.4985
Ayurvedic Medicine & Surgery,Institute of Indigenous Medicine,1.2078,1.2616,1.2077,1.2619,1.2394,1.3012,1.2175,1.2864,1.2161,1.2697,,,,1.2663,1.3678,1.2101,1.2142,1.2113,1.212,1.2677,1.3081,1.2178,1.2534,1.245,1.2177
Ayurvedic Medicine & Surgery,"The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.1083,1.0052,1.048,1.0691,1.013,1.0167,1.158,1.1439,1.1622,0.8656,0.6477,0.823,1.0997,1.1625,1.0997,1.1401,1.2582,1.1888,1.0933,1.0268,0.895,1.1489,1.144,1.1099,1.0792
Unani Medicine & Surgery,Institute of Indigenous Medicine,0.9072,0.683,1.0577,1.3762,1.0177,0.9136,1.044,1.0929,0.9746,0.7866,0.2824,1.3171,1.1929,1.3802,1.3739,1.3535,1.3648,1.338,1.2001,1.0237,0.9975,0.8424,1.3444,1.0853,0.9723
Siddha Medicine & Surgery,University of Jaffna,0.5253,-0.1695,,0.7828,0.7137,0.4664,,0.785,,0.8318,0.9048,0.595,0.9153,0.9133,0.8879,0.8744,0.8689,0.7491,0.7052,0.306,0.2401,,0.9609,0.7564,
Siddha Medicine & Surgery,Eastern University - Trincomalee Campus,0.5465,0.516,0.6528,0.6103,0.7213,0.4857,0.5815,0.7939,0.638,0.8971,,,1.2804,,0.9956,0.9255,0.8803,0.7613,0.7589,0.4737,0.4903,0.5709,0.5129,0.7135,0.5355
Indigenous Medicinal Resources,"The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.6931,0.5979,0.6718,0.5706,0.7613,0.6441,0.6541,0.7583,0.7405,0.7803,0.2053,0.5381,0.3544,0.382,0.6993,0.7307,0.7386,0.6838,0.66,0.5179,0.5446,0.688,0.5773,0.7166,0.6146
Health Information And Communication Technology,"The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.0742,1.0635,1.0312,1.1599,1.2136,0.9698,1.2264,1.2496,1.0827,0.7619,0.6498,0.8325,0.3772,0.5695,1.1463,1.1584,1.1647,0.9249,1.1849,1.0702,0.8564,1.1464,1.0149,1.2369,1.0418
Health Tourism And Hospitality Management,"The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.258,1.2778,1.2344,1.2036,1.2039,1.1673,1.2925,1.2854,1.284,1.085,0.8551,1.037,1.01,1.1769,1.0257,1.1121,1.2271,1.1519,1.2441,1.1208,1.1539,1.2611,1.2489,1.2237,1.1843
Biomedical Technology,"The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.1406,1.1953,1.1809,1.1829,1.2033,1.0688,1.2839,1.3415,1.0655,0.824,1.0513,0.6984,0.4016,0.5307,1.3536,1.2968,1.1659,0.8765,1.1934,1.2635,1.0414,1.2388,1.1217,1.2981,1.0704
Indigenous Pharmaceutical Technology,"The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.0749,1.0546,1.0421,1.1319,1.1848,0.9398,1.1927,1.1944,1.0621,0.7865,0.7187,0.4419,0.5576,0.6695,1.0184,1.1116,1.164,0.7377,1.18,1.0493,0.8394,1.1595,1.032,1.1911,1.038
Yoga And Parapsychology,"The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.3571,1.3587,1.3464,1.3524,1.3597,1.3682,1.373,1.3716,1.342,1.1811,1.1471,1.1697,1.1424,1.4019,1.2566,1.4085,1.395,1.398,1.3733,1.3744,1.3743,1.3705,1.3613,1.3674,1.373
Social Studies In Indigenous Knowledge,"The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.3835,1.3714,1.3718,1.415,1.3689,1.4695,1.4297,1.3866,1.377,1.1866,1.1636,1.1692,1.17,1.489,1.3194,1.3926,1.4471,1.3779,1.412,1.3726,1.3776,1.4537,1.361,1.3762,1.3647
Health Promotion,Rajarata University of Sri Lanka,0.6785,0.5653,0.7742,0.684,0.7317,0.7077,0.7506,0.7844,0.8046,0.7,0.3502,0.5353,0.6388,0.6507,0.8162,0.8064,0.7482,0.7403,0.7994,0.6862,0.5279,0.7966,0.7963,0.7543,0.6609
Nursing,University of Colombo,1.172,1.1607,1.2519,1.5126,1.1684,,1.1804,1.1679,1.1769,1.165,,,,,1.2847,1.2192,1.1644,1.1924,1.1664,1.2107,,1.2086,1.1919,1.179,1.1714
Nursing,University of Peradeniya,1.3979,1.2069,1.3177,1.2758,1.1961,1.283,1.2205,1.1975,1.1984,1.2691,,,,,1.2696,1.212,1.1999,,1.3815,1.245,1.2432,,1.2335,1.3024,
Nursing,University of Sri Jayewardenepura,1.0958,1.1202,1.1361,1.0996,1.1266,,1.1095,1.0935,1.0974,1.0935,,,1.1173,,,1.1187,,,1.107,1.1126,1.0963,1.1605,1.0987,1.1046,1.1189
Nursing,University of Jaffna,0.792,0.8476,1.0606,1.012,0.7811,0.8015,,,,0.8755,0.7994,,0.9648,1.0199,0.8955,0.9169,0.8458,0.7894,0.9288,0.8059,0.9777,0.8446,,,0.9253
Nursing,University of Ruhuna,0.86,0.8733,0.9305,0.9843,0.8608,0.8594,0.9459,0.9557,1.0077,,,1.0327,,1.0047,0.9442,0.9138,0.8812,0.8875,0.8936,0.8849,0.9829,0.8596,0.9976,0.9595,0.9008
Nursing,"Eastern University, Sri Lanka",0.8115,0.5708,,0.6819,0.7465,0.671,1.153,,,,,0.7543,,,,0.9279,0.8844,0.6644,,0.7923,,,,,
Pharmacy,University of Peradeniya,1.646,,1.6379,1.6217,1.6399,,,1.6292,1.6463,1.6216,,,,,1.6483,1.626,1.6491,,1.6129,,,,,1.6441,1.6421
Pharmacy,University of Sri Jayewardenepura,1.5471,1.5482,1.5493,,1.5888,,1.5502,1.5521,1.559,1.5538,,,,1.5551,1.5508,1.5493,1.5477,,1.5534,,,,,1.553,1.5512
Pharmacy,University of Jaffna,1.2103,1.2068,1.4193,1.2417,1.2591,1.111,,,,1.529,1.4121,1.2944,1.3329,1.4873,1.5323,1.5175,1.5249,1.484,1.4763,1.1664,1.1416,1.3758,1.2632,1.5122,
Pharmacy,University of Ruhuna,1.4244,1.4146,1.4823,,1.4286,,1.5217,1.4894,1.4819,,,,,,,,1.5361,1.4124,1.449,1.4502,,1.4275,,1.4715,1.4238
Medical Laboratory Sciences,University of Peradeniya,1.773,,,,1.7443,,1.7546,1.7528,1.76,1.7464,,,,,,1.7506,1.758,,1.7683,,,,,,
Medical Laboratory Sciences,University of Sri Jayewardenepura,1.7025,,1.735,1.7033,1.7012,,1.7002,1.7101,1.7031,1.7039,,,,,,1.7077,1.7115,,1.7112,,,,,1.7134,1.7046
Medical Laboratory Sciences,University of Jaffna,1.491,1.3858,,1.6434,1.4908,1.2272,,1.6634,,1.6748,1.4108,1.6125,1.5112,1.5661,1.5769,1.6369,,1.536,,1.2804,1.2559,1.466,1.3221,1.6131,1.6292
Medical Laboratory Sciences,University of Ruhuna,1.6012,1.67,1.6244,1.6129,1.6772,,1.657,1.6869,1.6455,,,,,,,,1.6624,1.6593,1.6535,,,1.5991,,1.6081,1.607
Radiography,University of Peradeniya,1.4579,1.5236,1.5567,1.4765,1.521,1.347,1.5096,1.5889,1.4995,1.589,1.3528,1.5054,1.5117,1.5475,1.6093,1.576,1.6011,1.5003,1.5859,1.4065,1.3514,1.4817,1.2695,1.6034,1.5644
Physiotherapy,University of Colombo,1.7173,,1.7356,1.7341,1.701,,1.73,1.7164,1.7363,1.7271,,1.6932,,,,,1.769,,1.7238,,,,,1.734,1.7109
Physiotherapy,University of Peradeniya,,1.5924,1.7365,,1.6766,1.3486,1.73,1.7566,,1.6269,1.4155,,1.5146,1.5219,1.6458,1.7213,1.6898,1.6107,1.7204,1.4623,1.3552,1.5365,1.3403,1.7588,
Occupational Therapy,University of Kelaniya,1.3397,1.2532,1.3954,1.1685,1.2955,1.2072,1.4139,1.4349,1.4833,1.4636,0.9665,0.7549,1.2491,1.4585,1.4054,1.3979,1.4657,1.4829,1.4411,1.2061,1.3021,1.306,1.2864,1.4655,1.3903
Optometry,University of Sri Jayewardenepura,1.3509,1.2712,1.3911,1.3946,1.4609,1.2226,1.4447,1.4795,1.4698,1.5297,1.1532,1.2601,1.2984,1.4844,1.5064,1.5131,1.5268,1.4773,1.5391,1.2216,1.337,1.2552,1.1971,1.471,1.459
Environmental Conservation & Management,University of Kelaniya,0.9279,0.923,0.9585,0.8739,1.0192,0.7865,1.009,1.007,1.0119,0.7808,0.342,0.2004,0.5077,0.8864,0.8416,0.7867,0.9773,0.8233,0.8249,0.8812,0.8673,0.9582,0.8827,1.042,0.9225
Applied Chemistry,University of Kelaniya,1.5064,1.4276,1.4185,1.4405,1.342,1.2076,1.4468,1.4906,1.4497,1.4693,0.9324,0.6821,1.1218,0.6839,1.0704,1.4753,1.4575,1.4065,1.344,1.2726,1.1745,1.3433,1.2342,1.4509,1.3441
Electronics And Computer Science,University of Kelaniya,1.4632,1.4477,1.4922,1.362,1.4421,1.2702,1.4933,1.5086,1.4529,1.5161,1.0716,0.9937,0.8142,1.2762,1.2552,1.3991,1.3709,1.3127,1.4368,1.2166,1.0713,1.4471,1.1128,1.4899,1.3871
Accounting Information Systems,University of Kelaniya,1.5903,1.6147,1.6163,1.4708,1.4245,1.11,1.6413,1.6538,1.4038,1.6255,0.0579,0.6791,,0.9706,1.3875,1.4652,1.218,1.4117,1.39,1.5604,1.3705,1.649,1.6088,1.4589,1.6334
Fisheries & Marine Sciences,University of Ruhuna,0.7541,0.6059,0.8168,0.6266,0.7992,0.6292,0.7761,0.8267,0.79,0.6713,0.7727,0.3764,0.3665,0.3939,0.6039,0.5639,0.6574,0.6126,0.7305,0.6602,0.4789,0.8016,0.7072,0.7525,0.7761
Marine And Freshwater Sciences,University of Ruhuna,0.8828,0.8656,0.896,0.7577,0.8884,0.6972,0.919,0.9321,0.9365,0.8052,0.2363,0.4836,0.356,0.504,0.8123,0.9012,0.8628,0.7234,0.8986,0.8262,0.7692,0.8558,0.7966,0.8887,0.9229
Animal Science & Fisheries,University of Peradeniya,0.9927,1.0639,1.055,1.078,1.1401,1.0359,1.0457,1.0803,1.1308,1.0821,1.0004,0.3875,0.5245,0.765,1.0275,0.9958,0.8189,1.0314,1.1435,0.9874,0.889,1.1382,1.1305,1.0931,1.0381
Food Production & Technology Management,Wayamba University of Sri Lanka,0.8851,0.8549,0.9022,0.9075,0.9266,0.8297,0.951,0.9188,0.9588,0.8938,0.2387,0.7548,0.4623,1.013,0.8701,0.805,0.814,0.9543,0.9428,0.9396,0.7538,0.8236,0.9535,0.9882,0.8481
Food Business Management [Biological / Physical Science Stream],Sabaragamuwa University of Sri Lanka,0.9566,0.8936,0.8773,0.728,0.8381,0.752,0.938,0.978,1.0064,0.8405,0.3871,0.1033,0.2911,0.4198,0.8025,0.5906,0.804,0.6805,0.8718,0.6955,0.863,0.9309,0.8187,1.0072,0.8875
Management And Information Technology (Seusl),South Eastern University of Sri Lanka,1.3941,1.4167,1.4588,1.597,1.4669,1.4905,1.4686,1.4217,1.5271,1.3972,1.2555,1.6157,1.5734,1.5826,1.5939,1.6056,1.6191,1.4651,1.5177,1.4704,1.5302,1.5419,1.3797,1.5008,1.4216
Computing & Information Systems,Sabaragamuwa University of Sri Lanka,1.0164,1.0056,1.0626,0.9308,0.9018,0.7767,1.0826,1.1137,1.0933,1.0852,0.9658,0.6526,0.571,0.9151,0.8891,0.9529,0.9097,0.8917,1.0598,0.9733,0.772,1.0088,0.8479,1.0332,1.0385
Physical Education #,University of Jaffna,-0.3267,-0.1833,-0.4555,,0.308,0.0795,0.4243,,-0.4407,0.5617,-0.1649,0.6465,0.5917,,0.547,0.5357,0.4201,,-0.0458,0.3401,,1.038,-0.18,,
Physical Education #,Sabaragamuwa University of Sri Lanka,0.4524,0.6094,0.3519,0.3412,0.3621,0.2022,0.2611,0.3514,,0.5522,,0.7316,0.9753,0.4995,0.61,0.6238,0.6071,1.2799,0.2135,0.3137,0.53,0.4979,0.8363,0.5504,0.2691
Sports Science & Management #,University of Sri Jayewardenepura,0.9372,0.9467,0.9595,,0.9408,,0.9711,0.976,0.9339,1.1039,,,1.0119,,,0.9412,,0.9339,0.9326,1.408,1.0987,1.0401,,0.9863,0.9339
Sports Science & Management #,University of Kelaniya,0.7801,0.8641,0.759,0.7599,0.8567,1.1022,0.7865,0.7523,,,,,,,,,,0.7386,0.7923,0.7674,0.7521,,,0.892,0.7433
Sports Science & Management #,Sabaragamuwa University of Sri Lanka,0.6915,0.2118,0.5892,0.5058,0.8567,-0.0293,0.8148,0.6177,0.1914,0.4157,,0.6874,0.3233,0.1891,0.2565,0.5267,0.687,0.3415,0.6401,0.4499,0.5738,0.6642,-0.0655,1.0167,0.8176
Speech And Hearing Sciences #,University of Kelaniya,0.8876,0.8974,0.5798,0.5047,1.0943,-0.0204,0.7789,0.2701,0.5234,0.799,,,0.8931,0.6538,1.1027,0.5657,1.1393,0.3161,0.8833,0.0616,0.1624,1.2025,1.0552,1.1817,0.5182
Tourism & Hospitality Management,Rajarata University of Sri Lanka,1.3708,1.396,1.4406,1.3812,1.4058,1.3937,1.4483,1.4523,1.4122,1.1553,,,1.4154,1.1777,1.2846,1.1908,1.3238,1.355,1.4362,1.3594,1.3496,,1.4434,1.4116,1.4422
Tourism & Hospitality Management,Sabaragamuwa University of Sri Lanka,1.3773,1.3852,1.391,1.4481,1.4187,1.3756,1.4132,1.433,1.4394,1.4286,1.4219,1.4114,,,,,1.4976,1.4047,1.4092,1.3745,1.4847,1.3626,1.3722,1.4198,1.3609
Agricultural Resource Management And Technology,University of Ruhuna,0.7229,0.6386,0.826,0.8408,0.8647,0.6723,0.9061,0.9053,0.8541,0.6315,0.661,0.4713,0.3455,0.9394,0.6247,0.5726,0.815,0.685,0.8215,0.8715,0.7467,0.7769,0.769,0.8751,0.8454
Agri Business Management,University of Ruhuna,0.7269,0.6597,0.7919,0.8045,0.8178,0.6617,0.8494,0.8442,0.8274,0.6428,0.3209,0.2278,0.3415,0.4953,0.5383,0.5178,0.776,0.5623,0.8083,0.7935,0.8362,0.7216,0.7526,0.824,0.7893
Green Technology,University of Ruhuna,0.9164,0.7857,0.8999,0.8457,0.9187,0.8873,0.9326,0.971,0.9351,0.8503,0.3812,0.6323,0.477,0.3734,0.8739,0.7644,0.7459,0.7132,0.8047,0.6542,0.4575,0.8808,0.754,0.9706,0.9231
Science And Technology,Uva Wellassa University of Sri Lanka,0.8662,0.8845,0.9188,0.934,0.8886,0.7145,0.9616,0.9421,0.9792,0.9874,0.9496,0.3471,0.5963,0.8065,0.7855,0.8818,0.9411,0.8438,0.8992,0.8065,0.7431,0.921,0.8382,0.8956,0.8532
Computer Science & Technology #,Uva Wellassa University of Sri Lanka,0.8963,0.8667,0.7997,1.0165,0.9048,0.5706,1.0531,1.1777,1.0073,1.1762,0.6331,0.434,0.3657,0.7205,0.6119,0.9696,1.1016,0.8475,1.0046,0.7168,0.7926,1.0654,0.8452,1.1236,0.6999
Entrepreneurship And Management #,Uva Wellassa University of Sri Lanka,1.1359,1.1187,1.151,1.0444,1.1798,1.0359,1.1929,1.185,1.0071,1.0668,0.8604,1.0096,0.9429,0.9975,1.0584,1.0808,1.1505,1.115,1.1784,1.1542,1.1311,1.0816,1.2073,1.2192,1.1218
Animal Production And Food Technology,Uva Wellassa University of Sri Lanka,0.6376,0.5771,0.7135,0.5812,0.7154,0.5183,0.762,0.7241,0.7233,0.6923,0.2695,0.4775,0.438,0.5457,0.7425,0.6475,0.6686,0.4596,0.6732,0.5974,0.4221,0.5763,0.5528,0.7031,0.6488
Export Agriculture,Uva Wellassa University of Sri Lanka,0.682,0.6047,0.6554,0.6677,0.7088,0.5628,0.6639,0.7298,0.7271,0.656,0.2642,0.2019,0.3663,0.4536,0.5859,0.5568,0.6955,0.5312,0.6599,0.6034,0.644,0.5889,0.5101,0.717,0.6537
Tea Technology & Value Addition,Uva Wellassa University of Sri Lanka,0.7418,0.6948,0.7341,0.6216,0.6941,0.4774,0.7425,0.7855,0.7915,0.7181,0.3245,0.1859,0.3378,0.3204,0.635,0.6649,0.6405,0.4743,0.7342,0.706,0.7273,0.7238,0.6034,0.7876,0.7437
Industrial Information Technology #,Uva Wellassa University of Sri Lanka,0.9017,1.0177,1.0792,1.252,1.1461,0.8048,1.1258,1.1343,0.9782,1.1402,0.5723,1.0459,0.1874,0.9629,0.7944,1.0644,1.2495,0.9373,1.0494,1.0522,1.1091,1.1367,1.1576,1.1382,0.9973
Mineral Resources And Technology,Uva Wellassa University of Sri Lanka,0.7985,0.7586,0.7966,0.6729,0.7375,0.5414,0.7976,0.807,0.8142,0.8233,0.5668,0.2085,0.5742,0.5414,0.6814,0.6945,0.7517,0.6822,0.7748,0.7364,0.7876,0.7242,0.5751,0.8009,0.8145
Aquatic Resources Technology,Uva Wellassa University of Sri Lanka,0.6243,0.563,0.6519,0.6137,0.6746,0.5367,0.685,0.7028,0.6587,0.6482,0.2282,0.1988,0.4261,0.4666,0.5709,0.5373,0.6706,0.4732,0.6608,0.5641,0.5611,0.5714,0.485,0.688,0.5978
Palm And Latex Technology & Value Addition,Uva Wellassa University of Sri Lanka,0.6814,0.6849,0.7093,0.5803,0.6702,0.4481,0.7087,0.708,0.7117,0.7064,0.3176,0.0991,0.3125,0.4349,0.5626,0.501,0.6514,0.4493,0.7015,0.5155,0.5631,0.6708,0.4554,0.7186,0.6782
"Hospitality, Tourism And Events Management #",Uva Wellassa University of Sri Lanka,1.1918,1.1805,1.2728,1.192,1.2288,1.1111,1.2515,1.2273,1.2174,1.1538,1.0992,0.9999,1.0568,1.0585,0.8701,1.1382,1.2163,1.1599,1.2245,1.2526,1.292,1.149,1.1313,1.3013,1.2105
English Language & Applied Linguistics,Uva Wellassa University of Sri Lanka,1.4017,1.4718,1.5275,1.5921,1.4957,1.5892,1.5627,1.4561,1.5088,1.4172,1.5582,1.2317,1.5116,1.4079,1.5565,1.5665,1.4995,1.3282,1.4983,1.5192,1.3053,1.5575,1.5377,1.5036,1.531
Engineering Technology (Et),University of Colombo,1.7728,1.7541,1.7671,1.8856,1.768,1.7753,1.7983,1.8046,1.7738,1.8101,,,,,1.8292,1.7839,1.7709,1.7758,1.7854,1.7796,1.8495,1.7835,1.768,1.7902,1.7588
Engineering Technology (Et),University of Sri Jayewardenepura,1.9678,1.9888,1.9878,2.0972,2.037,1.9772,2.089,1.9936,1.9748,2.0335,,,,,2.2726,1.9767,2.0427,2.0322,1.9878,1.983,2.1695,1.9767,1.981,2.0092,1.9791
Engineering Technology (Et),University of Kelaniya,1.6683,1.6741,1.6779,1.6789,1.6721,1.6987,1.674,1.6847,1.675,1.7323,,1.7198,,,1.7233,1.7174,1.717,1.6774,1.6746,1.6881,1.9386,1.7011,,1.6919,1.7064
