Course,University,Colombo,Gampaha,Kalutara,Matale,Kandy,Nuwara Eliya,Galle,Matara,Hambantota,Jaffna,Kilinochchi,Mannar,Mullaitivu,Vavuniya,Trincomalee,Batticaloa,Ampara,Puttalam,Kurunegala,Anuradhapura,Polonnaruwa,Badulla,Monaragala,Kegalle,Ratnapura
Applied Sciences (Phy.Sc),Eastern University - Trincomalee Campus,0.9726,0.9796,0.0,0.7835,0.7342,0.3741,0.0,0.0,0.0,1.0029,0.2526,0.5298,0.3657,-0.0498,0.0,0.7273,0.6952,0.65,0.0,0.5971,0.4576,0.9574,0.5563,0.0,0.8694
Management,University of Colombo,1.7418,1.74,1.7425,1.7535,1.7481,1.7424,1.7407,1.7412,1.7591,1.7431,1.7412,0.0,1.7536,1.7756,1.7444,1.7628,1.7478,1.7573,1.7469,1.7406,1.7541,1.7517,1.7506,1.7413,1.7457
Management,University of Peradeniya,1.6036,1.6025,1.6263,1.6312,1.6024,1.6048,1.6062,0.0,1.6139,1.6037,1.6659,1.6994,1.6189,1.6227,1.6024,1.6079,1.6053,1.6134,1.6029,1.6183,0.0,1.6078,0.0,1.6379,1.6024
Management,University of Sri Jayewardenepura,1.8391,1.834,1.8364,1.8561,1.8396,1.8513,1.8359,1.8372,1.8531,1.839,1.9165,1.8838,1.8777,1.8759,1.8494,1.9336,1.8857,1.834,1.8409,1.8427,1.8427,1.8624,1.8365,1.8433,1.8378
Management,University of Kelaniya,1.6417,1.6442,1.6442,1.6408,1.6471,1.6471,1.6429,1.6447,1.6681,0.0,0.0,0.0,0.0,0.0,1.6534,0.0,1.7222,1.6576,1.6429,1.6553,1.6613,1.6489,1.6411,1.6434,1.6418
Management,University of Jaffna,1.274,1.3443,1.4678,1.1997,1.2974,1.1285,0.0,0.0,0.0,1.1695,1.3049,1.2869,1.2877,1.1327,1.1136,1.1616,1.1229,1.2384,1.413,1.2748,1.1406,1.3036,0.0,0.0,1.3052
Management,University of Ruhuna,1.4347,1.4369,1.4375,0.0,1.4462,1.4535,1.4345,1.48,1.4408,0.0,0.0,0.0,0.0,0.0,1.4474,1.4419,1.4425,0.0,1.4641,1.4375,1.5816,1.4357,1.4401,1.448,1.4356
Management,"Eastern University, Sri Lanka",1.2717,0.0,0.0,1.1793,1.303,1.1124,0.0,0.0,0.0,1.33,0.0,0.0,0.0,1.1315,1.1125,1.1638,1.1057,1.2617,1.3911,1.2753,1.1375,1.2869,0.0,0.0,1.2761
Management,South Eastern University of Sri Lanka,1.2674,1.3417,1.3823,1.1706,1.2926,1.1137,0.0,0.0,0.0,0.0,0.0,1.3084,0.0,0.0,1.2029,1.167,1.0745,1.2511,0.0,1.3001,1.1573,1.3023,1.3363,0.0,1.3159
Management,Rajarata University of Sri Lanka,1.3318,1.3387,1.3785,1.3446,1.3391,1.3435,0.0,0.0,1.3589,1.5819,1.3712,0.0,0.0,1.4898,1.3454,1.3341,1.3496,1.3313,1.3976,1.3313,1.3324,1.3337,1.3306,0.0,1.3349
Management,Sabaragamuwa University of Sri Lanka,1.3914,1.391,1.392,0.0,1.3963,1.3915,1.3963,0.0,1.3946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4095,0.0,1.3995,1.4333,1.3995,1.392,1.405,1.4197,1.3933
Management,Wayamba University of Sri Lanka,1.426,1.4204,1.4302,1.4246,1.4216,1.4351,1.5466,0.0,0.0,1.4923,0.0,0.0,0.0,0.0,1.4352,0.0,1.4475,1.4204,1.4272,1.4302,1.4406,1.5028,0.0,1.4271,1.4947
Estate Management & Valuation,University of Sri Jayewardenepura,1.6303,1.5533,1.6195,1.5524,1.6299,1.3809,1.552,1.6301,1.5974,1.6146,1.5668,1.4645,1.1941,1.5315,1.5771,1.5666,1.3895,1.4517,1.6208,1.6177,1.6207,1.6152,1.4573,1.6324,1.6017
Commerce,University of Sri Jayewardenepura,1.6139,1.6165,1.6232,1.63,1.6416,0.0,1.6139,1.6363,0.0,1.6404,0.0,0.0,0.0,1.6307,0.0,0.0,0.0,0.0,1.6173,1.6202,1.6152,1.6479,0.0,1.6141,1.6213
Commerce,University of Kelaniya,1.5102,1.5102,1.5232,1.5236,1.525,1.5194,1.5102,1.5218,1.5743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5156,1.5291,1.5115,1.515,0.0,1.5125,1.5284
Commerce,University of Jaffna,1.2496,1.2724,1.3498,1.137,1.2526,0.0,0.0,1.4591,0.0,1.1222,1.2532,1.2716,1.1147,1.089,0.0,1.1364,0.0,1.1899,1.3412,1.2481,1.0964,1.2422,1.3071,1.3791,1.2266
Commerce,"Eastern University, Sri Lanka",1.2557,1.2723,1.3466,1.1456,1.2519,1.0755,1.3183,1.4068,1.3012,0.0,0.0,0.0,0.0,1.0798,1.0123,1.1386,1.0405,1.1898,1.3541,0.0,1.0652,1.2329,1.6146,1.3897,1.2249
Commerce,South Eastern University of Sri Lanka,1.2509,1.2777,1.3472,1.1468,1.2662,1.0805,1.322,1.4222,1.3412,0.0,0.0,0.0,0.0,1.104,1.0029,1.1444,1.0276,1.1861,1.3529,1.2668,1.0712,1.2434,1.3152,1.4125,1.2323
Management (Public) Special,University of Sri Jayewardenepura,1.6815,1.5858,1.6521,1.5625,1.5685,1.5919,1.6067,1.6025,1.686,1.6939,1.6318,1.5616,1.078,1.5808,1.5703,1.6988,1.576,1.6743,1.6711,1.6511,1.6267,1.6349,1.6263,1.6355,1.6017
Business Information Systems (Special) (Bis),University of Sri Jayewardenepura,1.7328,1.73,1.729,1.5795,1.745,1.7227,1.622,1.735,1.5323,1.6349,1.1875,1.5592,1.1356,1.6023,1.5913,1.6908,1.397,1.6529,1.7375,1.6955,1.5727,1.738,1.3741,1.6073,1.6423
Financial Engineering #,University of Kelaniya,1.4807,1.4572,1.1819,1.2414,1.4738,0.0,1.2403,1.1887,1.1574,1.4431,0.0,1.1493,0.0,1.0114,0.0,1.4202,0.6752,1.1456,1.3484,1.1868,0.0,1.4001,1.2519,1.2416,1.2808
Law,University of Colombo,1.966,1.9646,1.9704,1.9784,1.9967,0.0,1.9672,1.9649,1.9772,1.9744,0.0,2.1073,0.0,2.0641,1.9819,1.984,1.9824,2.0031,1.9659,1.974,1.9776,1.967,1.9807,1.9897,1.9647
Law,University of Peradeniya,1.9265,1.9298,1.9288,1.9239,1.931,1.9352,1.9289,1.9321,1.9424,0.0,0.0,1.9537,0.0,0.0,1.9274,0.0,2.0083,1.9246,1.9477,1.9555,0.0,1.9286,0.0,1.9277,1.9462
Law,University of Jaffna,1.7806,1.705,1.7934,1.9065,1.7846,1.7061,0.0,0.0,1.8919,1.8854,1.5292,1.9027,1.8175,1.7697,1.86,1.6492,1.7828,1.8872,0.0,1.9716,0.0,1.8954,0.0,1.8959,1.9035
Arts *,University of Colombo,1.7576,1.7563,1.7567,1.8045,1.77,0.0,1.7586,1.7579,1.76,1.7804,0.0,1.8587,0.0,1.8282,1.7925,0.0,1.7644,1.7601,1.7565,1.7595,1.771,1.768,1.767,1.7586,1.7572
Arts *,University of Peradeniya,1.6055,1.6005,1.6005,1.6142,1.6005,1.6056,1.6002,1.6053,1.5981,1.6175,1.6132,1.6844,1.6127,1.6075,1.611,1.6042,1.5988,1.5976,1.5993,1.5993,1.6028,1.5981,1.5982,1.5986,1.5997
Arts *,University of Sri Jayewardenepura,1.565,1.564,1.5722,1.5685,1.5654,1.6764,1.5639,1.5777,1.5655,0.0,0.0,0.0,0.0,0.0,1.565,0.0,1.5629,1.5659,1.5624,1.5624,1.6296,1.5627,1.5737,1.5663,1.5632
Arts *,University of Kelaniya,1.5054,1.5034,1.504,1.5051,1.5041,1.5038,1.5041,1.5065,1.5041,0.0,0.0,0.0,1.5086,1.5499,1.5177,0.0,1.5068,1.5036,1.5053,1.5052,1.5065,1.5072,1.5101,1.5077,1.5063
Arts *,University of Jaffna,1.307,1.1767,1.2193,1.168,1.1738,1.1685,0.0,1.2186,0.0,1.165,1.1677,1.1762,1.1648,1.1821,1.189,1.1658,1.1862,1.1693,1.1869,1.2692,1.2889,1.2122,0.0,1.1889,1.1689
Arts *,University of Ruhuna,1.4257,1.4307,1.425,1.4652,1.43,1.4407,1.4261,1.4333,1.4251,0.0,0.0,0.0,0.0,1.4355,0.0,0.0,1.4256,1.4313,1.4287,1.4259,1.425,1.4303,1.4251,1.4404,1.4263
Arts *,"Eastern University, Sri Lanka",1.138,1.1072,1.1151,1.107,1.1243,1.1074,0.0,0.0,0.0,1.108,1.1105,1.1122,1.1074,1.1224,1.1085,1.1072,1.1089,1.1087,1.1116,1.121,1.118,1.1157,1.1154,1.1161,1.1101
Arts *,South Eastern University of Sri Lanka,1.4168,1.2428,1.2385,1.311,1.244,1.252,1.3022,1.4663,0.0,0.0,0.0,1.2448,0.0,1.2882,1.2364,1.2525,1.2373,1.2433,1.2406,1.2373,1.3308,1.2936,1.238,1.2381,1.2687
Arts *,Rajarata University of Sri Lanka,1.3999,1.3995,1.4022,1.4022,1.3999,1.4016,1.404,1.4009,1.4003,0.0,0.0,0.0,0.0,1.4214,1.4054,0.0,1.41,1.4005,1.3991,1.3994,1.4147,1.4002,1.4009,1.4003,1.3999
Arts (Sp) / Mass Media* #,University of Colombo - Sri Palee Campus,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171,1.3171
Arts (Sp) / Performing Arts * #,University of Colombo - Sri Palee Campus,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556,1.1556
Arts (Sab) - A * [Arts Stream],Sabaragamuwa University of Sri Lanka,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614,1.4614
Arts (Sab) - B * [Commerce Stream],Sabaragamuwa University of Sri Lanka,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903,1.2903
Social Work *,University of Peradeniya,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706,1.706
Human Resource Development,Uva Wellassa University of Sri Lanka,1.6185,1.7104,1.5738,1.6101,1.6957,1.7134,1.6387,1.4435,1.5519,1.5925,1.1716,1.4805,1.22,1.5299,1.6521,1.629,1.6348,1.7194,1.539,1.7139,1.64,1.6201,1.4793,1.7015,1.6697
Management Studies (Tv) - A [Commerce Stream],University of Jaffna - Vavuniya Campus,1.2188,1.2494,1.2421,1.105,1.2248,1.0751,1.2623,1.2784,1.2815,1.1024,1.1986,0.0,1.0984,1.1826,1.0019,1.1051,0.9717,1.1728,1.2748,1.2321,1.0484,1.2575,1.2428,1.2777,1.3117
Management Studies (Tv) - A [Commerce Stream],Eastern University -Trincomalee Campus,1.2605,1.2556,1.2667,0.0,0.0,0.0,1.3061,1.2953,1.2839,0.0,0.0,1.2659,0.0,0.0,0.0,0.0,0.0,0.0,1.2742,0.0,0.0,0.0,1.2943,1.2673,1.269
Management Studies (Tv) - B [Any Subject Combination],University of Jaffna - Vavuniya Campus,1.2669,1.26,1.3393,1.4035,1.3509,1.3236,1.4281,1.3413,0.0,1.2768,0.0,0.0,0.0,0.0,0.0,1.2923,1.3787,1.327,1.3582,1.3422,1.3289,0.0,1.3742,0.0,1.3346
Management Studies (Tv) - B [Any Subject Combination],Eastern University -Trincomalee Campus,1.2373,1.2698,1.3278,1.3486,1.3314,0.0,1.3496,1.3539,1.3523,1.1048,1.1321,1.2587,1.0777,1.2108,1.2734,1.2242,1.3271,1.3962,1.3627,1.3737,1.4219,1.3615,1.3661,1.3111,1.3564
Communication Studies *,Eastern University -Trincomalee Campus,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976,1.2976
Peace & Conflict Resolution *,University of Kelaniya,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772,1.7772
Islamic Studies *,South Eastern University of Sri Lanka,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976,0.9976
Arabic Language *,South Eastern University of Sri Lanka,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114,0.6114
Architecture #,University of Moratuwa,1.4412,1.3554,1.234,1.5407,1.4199,1.405,1.2638,0.6526,1.3022,1.3523,0.0,0.0,0.0,0.0,1.0964,1.3762,1.4867,1.5531,1.4411,0.4933,1.3446,1.1946,0.0,1.3131,1.5367
Design #,University of Moratuwa,1.0809,0.2584,0.72,0.0,0.8426,0.0,0.3283,0.8881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3013,0.0,0.0,0.6232,0.0,0.6012,0.2157
Landscape Architecture #,University of Moratuwa,1.1396,1.186,1.078,1.058,1.1973,0.8055,0.4459,0.494,0.5393,0.9175,0.0,0.0,0.0,0.0,0.0,0.9133,0.9547,0.8576,1.1015,0.0,1.3387,0.6871,0.0,0.5095,1.0078
Town & Country Planning,University of Moratuwa,1.6554,1.6192,1.6386,1.4406,1.718,1.397,1.6843,1.703,1.5606,1.6931,0.9576,1.2149,1.0589,1.2448,1.2593,1.5003,1.3198,1.3527,1.5807,1.7019,1.7042,1.4013,1.4663,1.631,1.5722
Fashion Design & Product Development #,University of Moratuwa,1.1749,0.9821,0.8918,1.0005,0.74,0.0,1.0344,1.0135,1.0267,0.7364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6077,0.0,0.0,0.6039,0.0,0.0,0.9015
Information Technology (It),University of Moratuwa,1.837,1.7287,1.7903,1.7933,1.6755,1.2615,1.8633,1.8847,1.8265,1.8752,1.5367,1.3574,0.9163,1.7683,1.3756,1.7306,1.6572,1.7948,1.8525,1.5114,1.6686,1.577,1.3362,1.8142,1.7607
Information Technology & Management,University of Moratuwa,1.9169,1.8737,1.862,1.7822,1.7076,1.6803,1.9046,1.8687,1.731,1.9551,1.1048,1.3103,1.0995,1.4207,1.9637,1.6789,1.8565,1.8622,1.9115,1.8569,1.8747,1.8904,1.9034,1.8827,1.9131
Facilities Management,University of Moratuwa,1.6327,1.6502,1.5802,1.4201,1.4558,1.5332,1.6292,1.6257,1.5782,1.6262,1.1081,1.4305,1.0049,1.3212,1.4885,1.3607,1.3907,1.4955,1.5667,1.3835,1.3599,1.5035,1.408,1.6465,1.64
Transport & Logistics Management,University of Moratuwa,1.7772,1.6945,1.7596,1.3289,1.6811,1.315,1.7454,1.7726,1.724,1.6584,1.1045,0.8604,0.7796,0.691,1.2042,1.4104,1.5344,1.4338,1.765,1.2907,1.0585,1.5667,1.3047,1.703,1.648
Business Science,University of Moratuwa,1.7317,1.6539,1.714,1.7148,1.5243,1.5923,1.6421,1.6521,1.6779,1.7346,1.1383,1.2399,1.1184,1.4861,1.499,1.6601,1.5059,1.5213,1.6128,1.5667,1.4382,1.7511,1.3867,1.6405,1.6305
Management And Information Technology (Mit) #,University of Kelaniya,1.4571,1.4403,1.3083,0.84,1.0605,0.0,1.489,1.3758,1.348,1.5284,0.0,0.0,0.0,0.5833,1.007,0.8362,0.914,1.2062,1.4738,0.5078,0.0,1.4235,0.0,1.3655,0.8608
Industrial Statistics & Mathematical Finance,University of Colombo,1.6129,1.5988,1.5294,1.1594,1.546,1.1797,1.6175,1.4848,1.4339,1.5954,0.8738,0.5319,0.6161,1.3282,1.1925,1.3806,1.3511,1.1942,1.56,1.2823,0.9644,1.5578,1.1482,1.4687,1.5028
Financial Mathematics And Industrial Statistics,University of Ruhuna,1.3598,1.1952,1.405,1.1188,1.185,0.9379,1.317,1.127,1.2165,1.1407,0.3686,0.6714,0.323,0.4369,0.8955,1.3495,1.1146,1.295,1.1701,0.9933,0.8844,1.3911,0.7091,1.3003,1.2101
Statistics & Operations Research,University of Peradeniya,1.5552,1.5978,1.521,1.2982,1.5856,1.263,1.59,1.4841,1.5525,1.5931,0.8348,0.4708,0.4693,1.199,1.1572,1.4291,1.4424,1.2704,1.586,1.0964,1.1275,1.4382,1.1476,1.5006,1.5108
Computation & Management,University of Peradeniya,1.677,1.5951,1.6194,1.6792,1.7397,1.5543,1.6042,1.6283,1.5872,1.6285,1.4997,1.3989,1.1689,1.3742,1.7252,1.4862,1.6336,1.7163,1.7063,1.4531,1.3567,1.4734,1.3404,1.6287,1.5198
Geographical Information Science,University of Peradeniya,1.7794,1.8757,1.9219,1.9329,1.8838,1.9871,1.913,2.03,1.8369,1.8373,1.8158,1.8582,1.7123,1.6332,1.9605,2.0083,2.0084,2.0309,1.9404,1.942,1.8633,1.9649,1.9204,1.951,2.0431
Information And Communication Technology (Ict) #,Rajarata University of Sri Lanka,0.8963,0.9195,0.9801,0.8801,0.8511,0.0,0.8886,0.9719,0.0,0.9683,0.0,0.0,0.0,0.9077,0.0,0.8566,0.9348,0.0,0.988,0.0,0.0,1.2324,0.0,0.9059,0.9236
Information And Communication Technology (Ict) #,University of Jaffna - Vavuniya Campus,0.4347,0.5558,0.6862,0.0,0.8304,0.3037,0.0,0.8445,0.3942,0.8726,0.0,0.0,0.0,0.0,0.7805,0.0,0.5831,0.0022,0.63,-0.0711,0.0,0.151,0.8222,0.0,0.4503
Information Systems #,University of Colombo School of Computing,1.4543,1.2886,1.0984,0.0,1.2289,0.0,1.2245,1.1492,1.121,1.3675,0.0,0.0,0.0,0.0,1.0674,0.933,0.7401,0.9079,0.9713,0.6547,0.0,0.9707,0.0,0.7854,1.2583
Software Engineering,University of Kelaniya,1.724,1.7262,1.765,0.0,2.0848,0.0,1.741,1.7283,1.7324,1.7278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7431,0.0,0.0,1.7762,0.0,0.0,0.0
Software Engineering,Sabaragamuwa University of Sri Lanka,1.5804,1.5711,1.6335,1.6323,1.5306,1.091,1.5819,0.0,1.676,0.0,1.299,0.911,0.8721,1.1348,1.2068,1.7147,1.6465,1.3587,1.5776,1.342,1.3818,1.5638,1.1567,1.5074,1.466
Ayurvedic Medicine & Surgery,Institute of Indigenous Medicine,1.3965,1.4032,1.4147,0.0,1.4555,0.0,1.4241,1.5138,1.5015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6077,1.3809,1.439,0.0,1.4222,0.0,1.376,1.4549
Ayurvedic Medicine & Surgery,Gampaha Wickramaarachchi Ayurveda Institute,1.3201,1.2784,1.298,1.3153,1.2899,0.9751,1.4197,1.3606,1.2985,0.0,0.0,0.0,0.0,0.1013,0.2413,0.0,0.896,1.0265,1.3048,0.0,0.9926,1.342,1.3318,1.3447,1.3637
Unani Medicine & Surgery,Institute of Indigenous Medicine,1.3174,1.1676,1.3829,0.9637,1.1539,1.154,1.3348,1.1463,0.9972,1.304,0.801,1.1438,0.3523,1.2628,1.187,1.3749,1.3905,1.3776,1.3802,0.9948,0.9629,1.3862,0.7837,1.3685,1.3163
Siddha Medicine & Surgery,University of Jaffna,0.9421,0.5394,0.0,0.782,0.0,0.6998,0.0,0.0,0.0,1.1139,1.0791,1.1372,0.8698,1.6359,1.1834,1.1443,1.0888,0.7534,0.9706,0.2535,0.755,0.0,0.0,0.0,0.0
Siddha Medicine & Surgery,Eastern University - Trincomalee Campus,0.9138,0.8769,0.943,0.9025,0.9889,0.0,1.0144,1.0029,0.9093,1.1478,0.0,0.0,0.0,0.9707,1.1183,1.1578,1.0825,0.9718,0.9717,0.0,0.0,0.8829,1.0192,1.1233,0.9385
Health Promotion,Rajarata University of Sri Lanka,1.113,0.9651,1.1287,0.8532,1.0217,0.9776,1.0767,1.0815,1.1024,0.9264,0.3011,0.279,0.0728,0.7411,0.8819,1.0636,1.0973,1.001,1.1235,0.9092,0.8567,1.1211,0.9971,1.1305,1.1101
Nursing,University of Colombo,1.2649,1.265,1.2974,1.3364,0.0,0.0,1.2992,1.264,1.291,1.4378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3639,1.2898,1.2776,0.0,1.3487,0.0,0.0,0.0
Nursing,University of Peradeniya,0.0,1.2544,0.0,0.0,1.3599,0.0,1.2496,0.0,0.0,1.2841,0.0,0.0,0.0,0.0,0.0,1.2578,0.0,1.2444,1.2501,0.0,0.0,0.0,0.0,1.2522,1.2994
Nursing,University of Sri Jayewardenepura,1.212,1.2003,0.0,0.0,0.0,0.0,1.1928,0.0,1.2352,0.0,1.2431,0.0,0.0,0.0,0.0,1.2583,1.1904,0.0,1.1997,0.0,0.0,0.0,0.0,1.2103,1.193
Nursing,University of Jaffna,0.0,0.9405,0.0,0.9229,0.9537,0.8735,0.0,0.0,0.0,1.0005,0.9332,0.0,0.0,0.8927,1.0489,0.9952,1.0019,1.0174,0.0,0.8504,1.0802,0.9385,0.0,1.1519,1.1451
Nursing,University of Ruhuna,1.0113,1.041,1.1472,0.0,1.0229,0.0,1.1533,1.1341,1.0667,1.013,0.0,1.1276,0.0,0.0,1.0986,0.0,0.0,0.0,1.022,1.0975,1.1338,1.1769,0.0,1.0455,1.0858
Nursing,"Eastern University, Sri Lanka",1.0435,0.8618,0.0,0.0,0.9747,0.6782,0.0,0.0,1.1664,0.0,0.548,0.0,0.4903,0.0,0.0,1.1303,1.0679,0.7741,0.9733,0.0,0.0,0.9584,0.7844,0.0,0.0
Pharmacy,University of Peradeniya,0.0,0.0,0.0,0.0,0.0,0.0,1.7784,0.0,0.0,1.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7732,0.0,0.0,0.0,0.0,0.0,1.7606
Pharmacy,University of Sri Jayewardenepura,1.7047,1.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7141,0.0,0.0,0.0,0.0,0.0,1.7045
Pharmacy,University of Jaffna,1.4667,0.0,1.1672,1.2603,0.0,1.1258,0.0,0.0,1.4312,1.7011,0.9272,1.0528,1.1165,1.4537,1.4737,1.5681,1.4967,1.3085,0.0,1.4177,1.2301,0.0,1.2281,0.0,0.0
Pharmacy,University of Ruhuna,1.5626,1.6937,1.6224,0.0,1.6836,0.0,1.6928,1.6479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6657,0.0,1.698,0.0
Medical Laboratory Sciences,University of Peradeniya,1.9346,0.0,1.9399,0.0,1.8996,0.0,1.8704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9329,0.0,0.0,0.0,0.0,1.9451,0.0
Medical Laboratory Sciences,University of Sri Jayewardenepura,1.8271,1.8618,0.0,0.0,1.8689,0.0,0.0,0.0,0.0,1.8219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8172,0.0,0.0,0.0,0.0,0.0,1.8319
Medical Laboratory Sciences,University of Jaffna,0.0,1.4571,0.0,1.6156,1.6314,1.4579,0.0,0.0,0.0,1.9207,0.8684,1.3895,0.5765,1.4641,1.4899,1.6301,1.5864,1.7682,0.0,1.5032,1.3385,1.6335,1.373,0.0,0.0
Medical Laboratory Sciences,University of Ruhuna,1.7891,0.0,1.7238,0.0,0.0,0.0,1.8109,1.7912,1.7143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.804,0.0,0.0,0.0,0.0,1.7848,0.0
Radiography,University of Peradeniya,1.6748,1.692,1.7033,1.5841,1.5025,1.2589,1.4868,1.7286,1.5614,1.7337,0.7041,1.3134,0.5572,0.9702,1.3948,1.546,1.5284,1.6165,1.6965,1.4404,1.31,1.5796,1.0473,1.6012,1.5272
Physiotherapy,University of Colombo,1.8299,1.8848,1.9329,0.0,0.0,0.0,1.9142,0.0,0.0,1.9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.897,0.0,0.0,0.0,0.0,0.0,0.0
Physiotherapy,University of Peradeniya,1.7577,0.0,0.0,1.6628,1.6791,1.4277,1.9406,1.8291,1.7308,0.0,1.2488,1.5117,0.8946,1.3671,1.5109,1.681,1.6846,1.7787,0.0,1.5678,1.4069,1.6962,1.3642,1.9071,1.8198
Environmental Conservation & Management,University of Kelaniya,1.3017,1.2007,1.1703,1.0129,1.277,0.8845,1.1369,1.3222,1.3316,0.9735,0.4817,0.4403,0.3664,0.8479,0.903,1.1238,1.0667,1.263,1.2117,0.9649,0.7441,1.2541,1.1432,1.3064,1.2723
Fisheries & Marine Sciences,University of Ruhuna,1.1715,1.1751,1.0911,0.7219,1.1627,0.7695,1.1508,1.1168,1.0193,0.8987,0.2895,0.2684,-0.1903,0.3477,0.7024,0.8402,1.0313,1.1848,1.1816,0.9279,0.5657,1.1733,0.6627,1.1777,1.133
Marine And Freshwater Sciences,University of Ruhuna,1.1178,1.1611,1.1822,1.1927,1.1376,0.6707,1.2426,1.2369,1.1651,1.1466,0.1864,0.5496,0.3204,0.5474,1.0695,1.1931,1.145,0.8083,1.2341,1.1042,0.6446,1.1933,0.7667,1.1367,1.1803
Animal Science & Fisheries,University of Peradeniya,1.4588,1.3239,1.3306,1.1723,1.3972,0.9541,1.3984,1.3526,1.3165,1.4523,0.8711,0.2943,0.0818,0.6914,0.9563,1.1513,0.8963,1.3679,1.403,1.3635,1.0042,1.1653,0.5991,1.3758,1.3508
Food Production & Technology Management,Wayamba University of Sri Lanka,1.2702,1.2994,1.3483,0.7767,1.31,1.0917,1.355,1.2784,1.2326,1.1008,0.6286,0.4474,0.1244,0.8745,1.048,1.199,1.3466,1.2323,1.2165,1.3708,0.9443,1.2625,0.7443,1.2839,1.2117
Food Business Management,Sabaragamuwa University of Sri Lanka,1.3012,1.2863,1.3257,1.1142,1.2426,1.0585,1.3313,1.3054,1.2976,1.1001,1.1131,1.2096,0.9753,1.0711,1.3136,1.0579,1.2026,1.1654,1.3103,1.3276,0.918,1.3166,1.3164,1.3282,1.3151
Management And Information Technology (Seusl),South Eastern University of Sri Lanka,1.378,1.3771,1.4161,1.4135,1.4118,1.4969,1.4908,1.455,1.4549,1.4258,1.51,1.406,1.2747,1.4236,1.549,1.5091,1.5432,1.4636,1.3851,1.443,1.5195,1.5026,1.509,1.4742,1.3964
Computing & Information Systems,Sabaragamuwa University of Sri Lanka,1.139,1.1333,1.1999,1.2316,1.2101,0.8332,1.1124,1.1125,1.2396,1.1889,0.7385,0.6921,0.5282,0.6856,1.1289,1.0499,1.2042,1.1496,1.1736,0.9211,0.5164,1.0882,0.7385,1.2444,1.1423
