Course,University,Colombo,Gampaha,Kalutara,Matale,Kandy,Nuwara Eliya,Galle,Matara,Hambantota,Jaffna,Kilinochchi,Mannar,Mullaitivu,Vavuniya,Trincomalee,Batticaloa,Ampara,Puttalam,Kurunegala,Anuradhapura,Polonnaruwa,Badulla,Monaragala,Kegalle,Ratnapura
Veterinary Science,University of Peradeniya,1.7847,1.7554,1.7866,1.6358,1.8036,1.2951,1.8063,1.7678,1.7667,1.7264,1.4996,1.6911,1.3318,1.6994,1.3857,1.7576,1.5941,1.5537,1.7924,1.4856,1.6117,1.5817,1.5675,1.8008,1.7678
Biochemistry & Molecular Biology,University of Colombo,1.8285,1.7836,1.808,1.6982,1.7946,1.2828,1.8291,1.7708,1.7855,1.817,1.2048,1.7675,1.1066,1.7615,1.5001,1.7623,1.5861,1.5861,1.8247,1.4284,1.6651,1.5638,1.5373,1.7869,1.7738
Agricultural Technology & Management,University of Peradeniya,1.3484,1.3748,1.3229,1.5113,1.4938,1.2045,1.4944,1.5124,1.404,1.4228,1.0865,1.5448,0.9243,1.0797,1.2623,1.4128,1.256,1.2926,1.5182,1.2423,1.3638,1.4634,1.3311,1.4922,1.3772
Agriculture,University of Jaffna,0.7118,0.6972,0.7893,0.7393,0.8187,0.5742,0.9503,1.3401,1.3685,0.8014,0.8971,0.7078,0.7522,0.583,0.4924,0.6185,0.742,0.5985,0.8802,0.6318,0.4842,0.6498,0.6415,0.8922,0.6086
Agriculture,"Eastern University, Sri Lanka",0.6998,0.7001,0.8687,0.7683,0.9124,0.7017,1.2053,0.8156,0.8039,,0.6213,,0.3988,0.6508,0.4702,0.5907,0.7336,0.6731,1.1497,0.6905,0.461,0.6481,0.6553,1.0874,0.6046
Agriculture,Rajarata University of Sri Lanka,0.7825,0.782,0.7893,0.8047,0.8257,0.8115,0.8096,0.8104,0.7973,0.9289,0.8575,1.3222,,,,0.806,0.8236,0.8203,0.8285,0.8025,,0.7829,0.7981,0.8586,0.8042
Agriculture,Sabaragamuwa University of Sri Lanka,0.8903,0.9018,0.8888,,0.8921,,0.8871,0.9162,0.8887,,,,,,,,,1.118,0.8914,1.0264,,0.9198,0.9467,0.8934,0.8929
Agriculture,Wayamba University of Sri Lanka,0.8191,0.8159,0.8063,0.8897,0.8228,0.8145,0.8061,0.8145,,0.8931,,,,,,,0.8458,0.8636,0.8253,0.8722,,0.8789,0.8851,0.8548,0.8129
Food Science & Nutrition,Wayamba University of Sri Lanka,1.262,1.3287,1.2817,1.2546,1.3044,1.0225,1.3548,1.3162,1.3704,1.366,0.4834,1.3223,0.7649,1.3233,1.3009,1.3887,1.314,1.2852,1.3431,1.2133,1.358,1.2053,1.1793,1.3901,1.2864
Food Science & Technology,University of Peradeniya,1.6463,1.667,1.6941,,1.7297,,1.6564,1.6821,1.6706,1.6462,,,,,,,,,1.6796,,,,,1.6717,1.6613
Food Science & Technology,University of Sri Jayewardenepura,1.6148,1.5764,1.571,,,,1.6077,1.5776,1.6107,1.6392,,,,,,,,,1.594,,,,,1.6408,1.6269
Food Science & Technology,Sabaragamuwa University of Sri Lanka,,1.45,,1.3036,1.3307,1.0381,,,,1.4755,0.7389,1.4366,0.8225,0.8903,0.8712,0.947,1.2784,1.1903,1.4985,1.1276,1.0798,1.2322,1.2592,1.5245,1.3762
Biological Science,University of Colombo,1.6427,1.6482,1.7259,,1.6452,,1.6462,1.6465,1.6544,1.6805,,,,,,1.7283,,,1.6411,,,,,1.6945,1.6435
Biological Science,University of Peradeniya,1.4878,1.4859,1.511,1.4842,1.4864,,1.4836,1.5409,1.5707,1.4916,,,,,,,1.536,1.4914,1.4856,,,1.5272,,1.4977,1.484
Biological Science,University of Sri Jayewardenepura,1.3835,1.3887,1.3772,1.3997,1.378,,1.3903,1.3778,1.3952,1.3832,,,,,,,1.4517,1.436,1.3775,1.4002,,1.3912,,1.3846,1.4128
Biological Science,University of Kelaniya,1.307,1.3074,1.3151,1.3599,1.3071,,1.3091,1.3175,1.3143,,,,,,,1.3266,,1.3498,1.3307,1.3195,1.3637,1.3491,1.3403,1.3104,1.3099
Biological Science,University of Jaffna,1.2368,0.9697,1.146,1.123,1.2699,0.9388,1.3015,1.2721,,1.0915,,1.0855,0.9443,,1.1495,0.9634,0.9793,0.9596,1.0359,0.9475,0.9431,0.9804,1.063,1.0775,1.0174
Biological Science,University of Ruhuna,1.2314,1.1798,1.1889,1.1931,1.2024,1.1979,1.2083,1.2563,1.1881,,,,,,,,,1.1864,1.1821,1.2276,,1.1947,1.2034,1.1892,1.1947
Biological Science,"Eastern University, Sri Lanka",,0.9475,1.4218,1.1344,,0.7962,,,0.9355,,,0.8695,0.8074,0.8881,0.8879,0.7992,0.8137,0.797,1.102,0.8159,0.8159,0.803,0.8602,1.1115,0.794
Biological Science,South Eastern University of Sri Lanka,,0.9546,1.1591,,1.2253,0.5184,,,0.9621,,0.3854,0.6947,0.569,0.4305,0.5569,0.5692,0.7699,0.6784,,0.759,0.5149,0.7316,0.5948,1.0932,0.7458
Applied Sciences (Bio.Sc),Rajarata University of Sri Lanka,0.9793,0.9793,0.9738,0.9481,1.0026,,1.0018,0.9859,0.9735,1.0458,,,,,,,1.0001,0.9439,0.9932,0.9791,,0.9888,,0.9952,0.9696
Applied Sciences (Bio.Sc),Sabaragamuwa University of Sri Lanka,1.0223,1.0326,1.04,,1.0737,,1.0329,1.089,1.0466,,,,,,,,,,1.0691,,,1.1471,1.0762,1.0433,1.0575
Applied Sciences (Bio.Sc),"University of Vavuniya, Sri Lanka",1.0212,0.7833,,0.8808,,0.4763,,0.8742,0.7858,0.824,0.3424,0.6774,0.3403,0.4368,0.4743,0.6062,0.7554,0.6153,,0.6593,0.4604,0.6514,0.5825,,0.6361
Engineering,University of Peradeniya,1.939,1.9377,1.9477,1.9506,1.9389,1.9414,1.9403,1.9396,1.9385,1.9426,2.0347,2.0664,2.042,2.0166,,1.9621,1.9719,1.958,1.9403,1.9445,1.968,2.0011,1.9576,1.9374,1.9444
Engineering,University of Sri Jayewardenepura,1.7994,1.8015,1.8101,1.8169,1.8096,1.9236,1.8425,1.9027,1.8292,1.7952,,,,1.8701,1.863,1.8003,1.8387,1.8682,1.8031,1.8015,,1.8888,,,1.8104
Engineering,University of Jaffna,,1.5118,1.6837,1.4797,1.6741,1.454,,,,1.7865,1.5844,1.6053,,1.4988,1.5268,1.4646,1.5775,1.4528,,1.4572,1.5857,1.6193,1.5226,,1.4681
Engineering,University of Ruhuna,1.7997,1.6977,1.6959,1.7315,1.7026,1.7686,1.8317,1.8911,1.7983,1.7772,1.7294,,1.7371,1.732,1.7158,1.726,1.6962,1.7372,1.7603,1.696,1.7286,1.7239,1.6977,1.6982,1.7042
Engineering,University of Moratuwa,2.0739,2.0743,2.0847,2.1149,2.0883,2.1012,2.0762,2.0799,2.0895,2.0813,2.2148,2.113,2.6573,2.1205,2.0777,2.1009,2.0765,2.0899,2.0765,2.0847,2.3104,2.1035,2.7079,2.0737,2.1049
Engineering,South Eastern University of Sri Lanka,,1.5036,1.6875,,1.6748,1.1555,,,,,,1.0422,1.0209,1.0677,1.3457,,1.5474,1.2912,,,1.0806,1.6605,1.3353,,1.4378
Engineering (Em),University of Moratuwa,1.7076,1.6271,1.6473,1.5879,1.6888,1.3685,1.7032,1.711,1.7199,1.5987,1.4643,1.4358,0.754,1.0249,1.3012,1.4329,1.514,1.4926,1.6895,1.4151,1.0619,1.6072,1.5946,1.6949,1.6196
Engineering (Tm),University of Moratuwa,1.6636,1.665,1.687,1.4966,1.6142,1.2063,1.6855,1.6915,1.6752,1.5347,1.4429,1.0148,0.7084,1.0861,1.2729,1.4514,1.4957,1.4559,1.6547,1.4154,1.1089,1.6322,1.4385,1.669,1.6554
Quantity Surveying,University of Moratuwa,1.5958,1.5357,1.5863,1.3729,1.5151,1.1668,1.5534,1.6066,1.6001,1.5842,1.3758,1.1546,0.5777,1.2695,1.258,1.334,1.4376,1.3063,1.5905,1.4091,1.1442,1.5648,1.3154,1.5952,1.4503
Computer Science,University of Kelaniya,1.549,1.5522,1.5517,,1.5544,,1.5482,1.5505,1.5482,,,,,,,,,1.6517,1.5481,,,,,,1.5915
Computer Science,University of Jaffna,1.2592,1.1665,1.3527,1.2233,1.1598,1.2087,,,,1.4875,1.1973,,,,,1.1621,1.1692,1.1961,1.3085,1.1641,,1.1992,,1.1946,1.1951
Computer Science,University of Ruhuna,1.4289,1.4341,1.4378,,1.4376,,1.4696,1.4938,1.4923,1.4441,,,,,,,,,1.4356,,,1.4691,,1.4499,1.4308
Computer Science,University of Colombo School of Computing,1.624,1.644,1.651,1.6691,1.6388,1.737,1.6278,1.6239,1.6301,1.6405,,,,,,,,,1.6246,2.4498,,1.6907,,1.656,1.6443
Computer Science,Eastern University - Trincomalee Campus,1.2439,1.0287,1.4038,0.7959,1.0828,0.7689,,,,1.4581,0.945,0.6413,0.385,0.4874,0.7983,1.0923,1.0213,0.8701,1.2891,1.1565,0.5124,1.233,0.8964,1.2639,1.2861
Physical Science,University of Colombo,1.3873,1.3873,1.3871,1.4238,1.3892,,1.3875,1.3885,1.3889,,,,,,,,1.3946,1.6,1.3876,,,1.3872,,1.3909,1.388
Physical Science,University of Peradeniya,1.3016,1.3046,1.304,1.3241,1.3058,1.3553,1.3047,1.3044,1.3158,1.3058,,,,,,,,,1.3115,1.3089,,1.3096,,1.3196,1.3044
Physical Science,University of Sri Jayewardenepura,1.2242,1.2239,1.2277,1.2305,1.2293,1.2431,1.2239,1.2225,1.228,1.2582,,,,,,,,1.2301,1.2293,1.2987,,1.2291,,1.2345,1.2372
Physical Science,University of Kelaniya,1.1429,1.143,1.1439,1.1645,1.1465,,1.1471,1.1436,1.1568,1.1778,,,,,,1.3022,1.1853,1.1512,1.1431,1.1664,,1.1436,,1.1428,1.1468
Physical Science,University of Jaffna,1.0743,0.8055,1.0054,0.8743,0.9043,0.807,1.0899,,0.9012,0.8585,0.85,,,,0.9217,0.827,0.8013,0.8023,0.9882,0.8249,0.8055,0.8158,0.8197,1.0282,0.8076
Physical Science,University of Ruhuna,1.0706,1.0677,1.0651,1.0773,1.071,,1.0658,1.0902,1.0754,1.0965,,,,,,,1.0798,1.0728,1.0663,1.0689,,1.07,,1.0652,1.0655
Physical Science,"Eastern University, Sri Lanka",,0.8101,0.977,0.5548,0.8991,0.4673,1.0408,,0.9021,0.8697,0.512,0.465,,0.4808,0.4689,0.467,0.6897,0.5595,1.0158,0.7551,0.4751,0.7846,0.5511,,0.7467
Physical Science,South Eastern University of Sri Lanka,,0.8653,0.9924,0.7139,0.8995,0.3471,,,0.9245,0.8843,0.4373,0.133,0.1358,0.2092,0.2547,0.447,0.6705,0.5825,1.0163,0.7609,0.4535,0.7918,0.5488,,0.7552
Surveying Science,Sabaragamuwa University of Sri Lanka,1.2268,1.211,1.3825,1.272,1.2125,0.8781,1.3556,1.3323,1.381,1.3884,1.371,0.9774,0.5305,0.8953,1.2178,1.2608,1.2639,1.145,1.3611,1.2544,0.954,1.3867,1.1406,1.3559,1.2909
Applied Sciences (Phy.Sc),Rajarata University of Sri Lanka,0.9666,0.9771,0.9735,,1.0008,,0.9686,0.966,0.9768,1.1755,,,,,1.0501,,0.9678,1.0272,0.9673,1.014,,1.0022,0.972,0.983,0.9753
Applied Sciences (Phy.Sc),Sabaragamuwa University of Sri Lanka,1.0284,1.0516,1.0391,,1.054,,1.0301,1.0284,1.0294,,,,,,,,,,1.0294,,,1.0515,1.0487,1.0285,1.0313
Applied Sciences (Phy.Sc),Wayamba University of Sri Lanka,0.9389,0.9157,0.9397,,0.9157,1.0303,0.9492,0.9503,0.9297,0.9442,,,,,1.02,,0.9302,0.9734,0.9208,,,0.9496,0.9945,0.9249,0.9205
Applied Sciences (Phy.Sc),"University of Vavuniya, Sri Lanka",0.9422,0.7577,,0.4568,0.8288,0.443,,,,0.816,0.6251,,,0.6451,0.4133,0.5006,0.575,0.4805,,0.6894,0.4245,0.7087,0.5474,0.9553,0.7389
Applied Sciences (Phy.Sc),Eastern University - Trincomalee Campus,,0.7794,,0.455,0.8391,0.305,,,0.9761,0.8593,0.3413,0.1237,0.2041,,0.2539,0.5098,0.5704,0.505,,0.6832,0.3849,0.6903,0.5582,0.954,0.7334
Management,University of Colombo,1.7136,1.7136,1.7149,1.7188,1.7137,1.717,1.7142,1.7177,1.7138,1.7791,,1.765,1.7324,1.7245,1.7168,1.7496,1.7136,1.7132,1.7132,1.7284,1.7166,1.734,1.7228,1.722,1.7158
Management,University of Peradeniya,1.563,1.562,1.5682,1.5601,1.562,1.5599,1.5633,1.5614,1.5891,1.5599,1.6108,1.5592,1.5783,1.5989,1.5843,1.5783,1.5601,1.5743,1.5593,1.5601,1.6379,1.5615,1.6537,1.5593,1.589
Management,University of Sri Jayewardenepura,1.7897,1.7914,1.7984,1.8002,1.8018,1.7922,1.7928,1.8104,1.8249,1.7934,2.0818,,1.79,,1.7909,1.82,1.876,1.8029,1.7937,1.7978,1.8012,1.7932,1.7978,1.7917,1.8206
Management,University of Kelaniya,1.6021,1.6034,1.6021,1.6462,1.6027,1.6124,1.6079,1.6085,1.6165,1.6658,,1.6236,,,1.6517,,1.6066,1.6014,1.607,1.606,1.6151,1.6048,1.6151,1.6071,1.6032
Management,University of Jaffna,1.3484,1.2983,1.3711,1.2997,1.2868,1.0372,,,1.1545,1.0691,1.1487,1.1305,1.1795,0.8323,1.0218,0.9536,0.9755,1.1706,1.3197,1.2182,1.1226,1.2401,,,1.2529
Management,University of Ruhuna,1.404,1.4028,1.3979,1.4034,1.4068,1.4341,1.402,1.4193,1.4022,,,,,,1.4349,1.4308,1.4383,,1.4054,1.3985,1.4069,1.4034,1.4019,1.4083,1.4035
Management,"Eastern University, Sri Lanka",,,,,1.2863,1.0424,,,1.1624,,,1.2489,,1.0453,1.0437,0.9505,0.982,1.1866,,1.2288,1.1354,1.2309,1.346,1.3525,1.2406
Management,South Eastern University of Sri Lanka,1.3723,1.2962,,,1.2907,1.0852,,,1.1601,1.2147,,,,,1.0237,1.0037,1.0082,1.2262,,1.2217,1.1748,1.232,1.333,,1.2397
Management,Rajarata University of Sri Lanka,1.3465,1.2938,1.3495,1.2948,1.299,1.3078,1.3394,,1.2972,1.4771,,,,1.3961,1.3351,1.3912,1.317,1.2928,1.3131,1.2921,1.3009,1.2966,1.3319,1.3274,1.2923
Management,Sabaragamuwa University of Sri Lanka,1.3509,1.35,1.3497,1.3533,1.351,1.3886,1.3507,1.419,1.3514,,,,,,,,1.3855,1.3589,1.3497,1.3508,1.3668,1.3497,1.3551,1.3531,1.3514
Management,Wayamba University of Sri Lanka,1.3717,1.3722,1.3947,1.3717,1.375,1.3835,1.3733,,1.388,,,,,,1.3779,,1.3829,1.3741,1.3745,1.3769,1.3745,1.3727,1.385,1.3829,1.4008
Estate Management & Valuation,University of Sri Jayewardenepura,1.5559,1.4548,1.4878,1.5143,1.525,1.4505,1.5317,1.5739,1.512,1.3439,1.4127,1.1669,1.4337,1.4083,1.5274,1.5317,1.4026,1.4861,1.4866,1.5267,1.5179,1.5857,1.4991,1.5252,1.497
Commerce,University of Sri Jayewardenepura,1.5742,1.5755,1.5725,1.5738,1.5781,,1.5798,1.58,1.6691,1.643,,,,1.689,,,,,1.5944,1.6241,,1.577,1.6008,1.5756,1.6636
Commerce,University of Kelaniya,1.463,1.4651,1.4683,1.4923,1.4656,1.469,1.464,1.4662,1.4659,,,,,,1.5055,,,1.5254,1.4668,1.4931,,1.4756,1.4803,1.4737,1.4651
Commerce,University of Jaffna,1.3221,1.2258,1.2891,1.2461,1.2435,,,1.4018,,,,,1.141,,,,,1.1437,1.2583,1.1761,,1.2024,1.278,1.2859,1.215
Commerce,"Eastern University, Sri Lanka",1.3232,1.2248,1.297,1.2489,1.2534,1.0008,1.3108,1.3754,1.1063,0.9443,1.1099,1.0599,,0.8227,0.8957,0.8923,0.9036,1.0931,1.2605,1.1906,1.0898,1.2044,1.273,1.2714,1.1816
Commerce,South Eastern University of Sri Lanka,1.3232,1.2324,1.2969,1.2656,1.251,1.0016,1.3153,1.3511,1.0972,1.1211,,,,0.776,0.9768,0.8923,0.925,1.1003,1.2963,1.1766,1.0793,1.2099,1.2932,1.275,1.1881
Management (Public) Honours,University of Sri Jayewardenepura,1.5953,1.5319,1.5741,1.4957,1.5374,1.5788,1.5525,1.5779,1.5653,1.4527,1.4383,1.543,1.1492,1.4226,1.5667,1.6267,1.4244,1.5299,1.5503,1.6087,1.4904,1.5567,1.5576,1.5134,1.5373
Business Information Systems (Honours) (Bis),University of Sri Jayewardenepura,1.6748,1.5811,1.6969,1.5056,1.6873,1.7198,1.6761,1.6943,1.4276,1.6943,1.2024,1.6591,1.221,1.5306,1.5713,1.6005,1.4067,1.6477,1.5533,1.6933,1.7283,1.6614,1.4963,1.6278,1.702
Financial Engineering #,University of Kelaniya,1.4187,1.183,1.2707,1.152,1.2701,,1.2292,1.2031,1.2587,0.4402,,1.0105,,,1.4006,,1.0179,1.3604,1.4045,1.2678,,1.3229,1.2806,1.3093,1.2626
Law,University of Colombo,2.017,2.0165,2.0238,2.0292,2.0275,2.0175,2.0217,2.0352,2.0401,2.0152,,2.0415,,2.0843,,2.0513,2.0152,2.0479,2.0166,2.0256,2.0376,2.0205,2.0162,2.0266,2.0183
Law,University of Peradeniya,1.986,1.9652,1.9693,1.9921,1.9767,1.975,1.9783,,1.9649,1.9693,,,2.059,,,,1.9645,1.9887,1.9686,1.9661,1.9883,1.9655,1.9834,1.9846,1.9994
Law,University of Jaffna,,1.8404,,1.6289,1.7272,1.8703,1.8506,,1.9148,1.9694,1.5603,1.9387,,1.7969,1.8277,1.7513,1.8055,1.8089,1.8303,1.9503,,,,1.8565,
Arts *,University of Colombo,1.7578,1.759,1.7582,1.8444,1.7604,,1.7596,1.7596,1.7612,1.8288,1.9221,2.0776,,1.9306,1.7883,1.8101,1.7631,1.7621,1.759,1.7617,1.7581,1.7604,1.7595,1.7591,1.7591
Arts *,University of Peradeniya,1.6512,1.6543,1.6566,1.6505,1.6507,1.6703,1.6516,1.6519,1.6505,1.6626,1.697,1.7594,1.6915,1.6777,1.6516,1.6529,1.6568,1.6635,1.6516,1.6512,1.6534,1.6505,1.652,1.6512,1.6508
Arts *,University of Sri Jayewardenepura,1.5664,1.5727,1.5674,1.578,1.566,1.5749,1.566,1.569,1.5716,,,,,,1.6131,,1.5743,1.569,1.5664,1.5662,1.566,1.5687,1.5674,1.5668,1.5657
Arts *,University of Kelaniya,1.4969,1.497,1.4974,1.4981,1.497,1.5,1.4975,1.497,1.4975,,,,,1.515,1.5549,,1.4971,1.4971,1.4971,1.5006,1.5009,1.4976,1.4976,1.5056,1.4973
Arts *,University of Jaffna,1.2531,1.266,1.2545,1.2726,1.2514,1.2561,,1.266,,1.2488,1.2649,1.2607,1.2529,1.2485,1.284,1.2633,1.2489,1.2482,1.2675,1.2482,,1.2498,1.3635,1.2682,1.2543
Arts *,University of Ruhuna,1.4185,1.4214,1.4179,1.432,1.4167,1.4296,1.4169,1.4164,1.4205,,,,,,1.4313,,1.4258,1.4244,1.417,1.4166,1.4199,1.4204,1.4162,1.4255,1.4171
Arts *,"Eastern University, Sri Lanka",1.1718,1.1839,1.1696,1.1727,1.1748,1.1672,1.296,1.1991,1.1844,1.168,1.1689,1.1833,1.1867,1.1743,1.1721,1.1678,1.1714,1.1684,1.1712,1.1779,1.1672,1.1718,1.192,1.1779,1.1772
Arts *,South Eastern University of Sri Lanka,1.327,1.3202,1.3274,1.3203,1.3257,,1.349,1.3217,1.3448,,1.3892,1.3836,1.3891,1.3217,1.3231,1.3195,1.3198,1.3192,1.3309,1.3655,1.3447,1.3244,1.3628,1.3219,1.3257
Arts *,Rajarata University of Sri Lanka,1.3876,1.3864,1.3897,1.3868,1.3973,1.3938,1.3868,1.3867,1.3877,,,,,1.4247,1.3917,,1.3893,1.3892,1.3865,1.3891,1.3881,1.3873,1.3889,1.3864,1.3866
Arts (Sp) / Mass Media* #,University of Colombo - Sri Palee Campus,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312,1.3312
Arts (Sp) / Performing Arts * #,University of Colombo - Sri Palee Campus,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266,1.1266
Arts (Sab) - A * [Arts Stream],Sabaragamuwa University of Sri Lanka,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487,1.4487
Arts (Sab) - B * [Commerce Stream],Sabaragamuwa University of Sri Lanka,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288,1.2288
Arts-Information Technology *,University of Sri Jayewardenepura,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128,1.8128
Aquatic Bioresources,University of Sri Jayewardenepura,1.0838,0.9468,0.9962,1.0768,1.0316,0.615,1.072,1.029,0.9254,1.0313,0.1659,0.2708,0.2759,0.8164,0.8083,0.7685,0.939,0.7415,1.0173,0.9782,0.6552,1.1265,0.7874,1.1194,1.1006
Urban Bioresources,University of Sri Jayewardenepura,1.0095,1.0053,1.0006,0.9081,0.979,0.5556,1.022,1.0118,0.9062,1.0039,0.1538,0.2565,0.2127,0.5974,0.8094,0.7869,0.8665,0.6325,0.9741,0.6928,0.6263,1.0453,0.7223,0.9694,1.0313
Social Work *,University of Peradeniya,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789,1.789
Human Resource Development,Uva Wellassa University of Sri Lanka,1.5024,1.54,1.4838,1.5876,1.5692,1.4264,1.4624,1.4326,1.3828,1.492,1.4435,1.4308,1.2435,1.3599,1.5612,1.6332,1.4836,1.5711,1.5825,1.5099,1.6461,1.5503,1.643,1.6083,1.5652
Management Studies (Tv) - A [Commerce Stream],"University of Vavuniya, Sri Lanka",1.2142,1.2152,1.23,1.2201,1.2024,1.0029,1.2315,1.2483,1.0906,0.9995,1.1052,1.1158,1.0675,1.1828,0.9253,0.8789,0.8852,1.1209,1.2332,1.1705,1.0695,1.2057,1.2397,1.2401,1.1703
Management Studies (Tv) - A [Commerce Stream],Eastern University -Trincomalee Campus,1.2038,1.2055,1.226,1.2283,1.2127,,1.2281,1.2265,,,,,,,,,,,1.2395,,,1.2034,1.2414,1.2328,1.1693
Management Studies (Tv) - B [Any Subject Combination],"University of Vavuniya, Sri Lanka",1.3122,1.3042,1.3451,1.3532,1.3104,1.335,1.3736,1.3457,1.339,1.1666,1.463,1.1265,1.1927,1.3091,1.3068,,1.3799,1.3497,1.3498,1.336,1.3441,1.3511,1.3578,1.3417,1.3547
Management Studies (Tv) - B [Any Subject Combination],Eastern University -Trincomalee Campus,1.2763,1.3119,1.3474,1.3553,1.3083,1.344,1.3418,1.3705,1.3308,1.1559,1.1627,,,,1.3214,1.2526,1.3013,1.331,1.3509,1.341,,1.3484,,1.3331,1.3497
Communication Studies *,Eastern University -Trincomalee Campus,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093,1.3093
Peace & Conflict Resolution *,University of Kelaniya,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513,1.7513
Islamic Studies *,South Eastern University of Sri Lanka,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916,1.0916
