,Colombo,Gampaha,Kalutara,Matale,Kandy,Nuwara Eliya,Galle,Matara,Hambantota,Jaffna,Kilinochchi,Mannar,Mullaitivu,Vavuniya,Trincomalee,Batticaloa,Ampara,Puttalam,Kurunegala,Anuradhapura,Polonnaruwa,Badulla,Monaragala,Kegalle,Ratnapura
Medicine - Wayamba University of Sri Lanka,0.5258037510484939,0.9192444328145719,0.26464999072245776,0.5843084042226045,0.8921099541208447,0.2109290668891649,0.7298993011502766,0.01624008416869749,0.9755711892624097,0.9524639305858551,0.6484184571510911,0.5853852872589347,0.9595651737747889,0.4791217500461247,0.7678535654275195,0.09035242588773507,0.7952836640521616,0.38580261038506913,0.8047051431602633,0.24053664171212286,0.46727438026810764,0.37791929496768284,0.01010488561627687,0.0639932145522979,0.40064673786285976
Dental Surgery - University of Peradeniya,0.8444821604411322,0.9675242496572038,0.8467142902661484,0.7418899965307127,0.8924973704059491,0.035090133273709134,0.8842402721255849,0.7723638818621296,0.2505836583969714,0.707488145574749,0.01170849299185206,0.8261975425092203,0.4809117176962664,0.6799903319020524,0.027502208786885585,0.6873986007940015,0.41595759986397474,0.23665060391304793,0.775813859316317,0.6604247435901388,0.9871827489963214,0.30052663033206817,0.2597054187770871,0.9101683199760875,0.809018771622944
Veterinary Science - University of Peradeniya,0.87539303982778,0.9390177314059556,0.8339067174276213,0.7731407432465156,0.828866877353797,0.15161199256442492,0.8105734390767545,0.7683511635483343,0.22885050779480764,0.5559053948985467,0.6767329388211295,0.605616684381252,0.8375854050204967,0.9317387861447918,0.05312629367958688,0.20844881321826447,0.24460895964477813,0.010852565869689523,0.8016802808251893,0.7712643866771258,0.8489677164936297,0.5059416927119368,0.02699134857880492,0.865453819213529,0.8159934255649143
Molecular Biology & Biochemistry - University of Colombo,0.6747917952328948,0.691815203501264,0.6697562972447021,0.6470491996503815,0.6519399906984114,0.5534721981484834,0.7043682706840051,0.6600771400243743,0.726054218192389,0.6791526633299477,0.019547862848836695,0.5796199935744848,0.860298558067775,0.4156063657039315,0.4634379071007476,0.5436932354645099,0.6279871546073458,0.6125449504916918,0.6610500128510757,0.7920940815479737,0.8260469939759446,0.6711242934498532,0.7656135445457227,0.6577680387114652,0.6379447820789251
Agricultural Technology & Management - University of Peradeniya,0.9545170533105527,0.8729542387021074,0.6937228037989007,0.0521926929518024,0.8827864097389758,0.5714863156161418,0.9226584864261315,0.8935422669636833,0.7966127258795672,0.8865168904111815,0.4271865607281714,0.22491083864592998,0.7934103088641795,0.45386791224165335,0.027377369224331982,0.9040820907865293,0.06252630509071377,0.8335449974821227,0.9947840083366787,0.35332744635234825,0.01756057961602453,0.8549038706116171,0.29780404686724515,0.9778944668697604,0.8546651848901079
Agriculture - University of Jaffna,0.9470204360568031,0.9637671337535242,0.8541750834614934,0.7359919024276167,0.6498623979369667,0.8136301097207627,0.9440190593354647,0.9157212072998081,0.7593407271260719,0.917371974661965,0.1699412284780576,0.9250319591518686,0.2951381542012509,0.3117440151250457,0.6609253120139618,0.7079040259685309,0.9350925412848853,0.8819981445533199,0.9414402390825896,0.8565618742815199,0.09605704637786106,0.8581216381001948,0.8262673973753409,0.9758089074353561,0.7491168557500751
"Agriculture - Eastern University, Sri Lanka",0.9441671486048002,0.9283035473554736,0.6656607515132185,0.21906525449638325,0.9770737155259357,0.9772788985722715,0.6355618881002514,0.8275528175023901,0.13534089401464056,0.4372909222459137,0.8046866542799573,0.8263441302219547,0.9728360391087277,0.8282991606834667,0.5960180689341207,0.6391207662177406,0.9116194941627105,0.9644764300833105,0.7500557118392084,0.6845892920249044,0.9899049887883759,0.71048775561071,0.8037899700869119,0.9557502432279682,0.8102584583552658
Agriculture - Rajarata University of Sri Lanka,0.9161580844247412,0.9440422124389622,0.9630150295123412,0.8715465867964708,0.9374103371579405,0.8849307425197599,0.9579026144133012,0.9938431909303117,0.9394500592104829,0.8154845418936519,0.1914517450974721,0.0423233859468507,0.9595651737747889,0.020358931087981258,0.24794652776629145,0.0007829271222568046,0.9926334534436033,0.9706114561116153,0.9193925387308508,0.9133108202216148,0.8601680956667441,0.9043428319453304,0.851929062083175,0.9770121780863162,0.9426788822537632
Agriculture - Sabaragamuwa University of Sri Lanka,0.9255660755311876,0.9716419933752128,0.9551555470323538,0.8292487788857474,0.9141048386390753,0.5561150630731582,0.8709519348673503,0.9484656453075976,0.9139535019588895,0.9427868558766038,0.6484184571510911,0.6193629039739703,0.9595651737747889,0.0034338741521857674,0.24794652776629145,0.659747739847961,0.6240296757732855,0.7600589181043991,0.9263388571867269,0.9355240328183284,0.16229529372067042,0.8852866730471125,0.7853437247513158,0.9324735887008154,0.957021200821356
Agriculture - Wayamba University of Sri Lanka,0.9225957385278752,0.9160247058751463,0.9540407056711029,0.8896725176270555,0.9492619584158613,0.8361617451469183,0.9377455723584533,0.8232822616006794,0.8506899008191879,0.9260390699393711,0.6484184571510911,0.6193430213880473,0.09657804385645985,0.5577258556109024,0.5672010107328067,0.874981523453505,0.9849215172344333,0.9552548507616228,0.9168616662294754,0.906532905594994,0.614990284539706,0.9865952562503951,0.8758829706448457,0.9736808493257837,0.822726893905648
Food Science & Nutrition - Wayamba University of Sri Lanka,0.966739834663929,0.971213518063168,0.7875831427061014,0.980610105934669,0.9390096816179593,0.04267199886292605,0.9792315262493633,0.8793529752945979,0.9810959126556601,0.8463370175921207,0.2921736768268869,0.38262221498022164,0.8029640058260631,0.011930221086112747,0.4012535524421501,0.9632958014155786,0.9628742332902596,0.9633108353013141,0.9750453012084681,0.9289818732819669,0.24293193717277395,0.770815810066537,0.41846418195589197,0.968823862454989,0.899802505878427
Food Science & Technology - University of Peradeniya,0.922007173909127,0.9827771826308636,0.06704925929498229,0.029621586372749475,0.9158508905944368,0.41745701872937613,0.9128367654472733,0.8384698887298732,0.09538448898646024,0.7906842744631026,0.6484184571510911,0.2032597882045133,0.9595651737747889,0.5577258556109024,0.24794652776629145,0.13023691789672664,0.6604166670856932,0.6339306787370427,0.9579257891144636,0.8636033488521131,0.6418118689514976,0.9065025739068407,0.47601609638514186,0.9201136464529875,0.13465188172490117
Food Science & Technology - University of Sri Jayewardenepura,0.9804048944520204,0.9266882849743683,0.8889945615140672,0.02805992222328446,0.37167659484126725,0.41745701872937613,0.9048756992482052,0.8922767493212176,0.017229276837534502,0.9720046781517921,0.6484184571510911,0.2032597882045133,0.9595651737747889,0.5577258556109024,0.11705474036342367,0.13023691789672664,0.6604166670856932,0.3129682627211824,0.9283116434367658,0.8636033488521131,0.6418118689514976,0.9065025739068407,0.442154400464316,0.9638157422636494,0.07817357009830528
